nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Intermedio,Otro equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/PnBI0wLBZIg,Landmine Low Hold Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Sin equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Calisthenics,https://youtu.be/_l3ySVKYVJ8?si=PZh3DAAcRNF9txaZ,Bodyweight Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Horizontal Push,Bodybuilding,https://youtu.be/wbI4qof1454?si=WRjRCDTcll5n5uKu,Barbell Close Grip Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Horizontal Push,Bodybuilding,Sin dato,Barbell Close Grip Decline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/JqztIwOb4Hs?si=89lHhxGXew7SEPqj,Double Dumbbell Push Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/-TVuoR8URxg?si=RsWhCdjyNahveL9y,Single Arm Dumbbell Push Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/Kn3oZ9MNAhg?si=j1DYyyohu1ImlWt4,Alternating Double Dumbbell Push Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,Sin dato,Single Arm Kettlebell Bottoms Up Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/cDMXXH7Y9AM?si=pObK3p_2FqS0HqbC,Cable Rope Tall Kneeling Overhead Tricep Extension,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/4wXnxXq4hX4?si=21E2nrYJROeQgBUm,Alternating Double Kettlebell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/oWfLP7JFwTg?si=UbP4KHHXrg5hVRnc,Double Dumbbell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/KMKqAY-T3wE?si=DccwyejeKVDgXRV-,Alternating Double Kettlebell Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/r-yDtVg8Yf0?si=XQ5L1OU_VTCHZWRf,Single Arm Dumbbell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/ZQ653_FImKw?si=O2ttj0r4a_Nbkwq1,Alternating Double Dumbbell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Shoulder Abduction,Mobility,Sin dato,Double Plate Seated Lu Raise,Empuje,2,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/BDCAkIEOPvE?si=ouPFKCSuMS-REkBT,Double Kettlebell Bottoms Up Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Alternating Double Kettlebell Bottoms Up Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/uk39UR9K25Y?si=s6ejJf9GtQ4llbjw,Single Arm Kettlebell Bottoms Up Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/aNllFax4shk?si=J0w79P4ud8wpm67U,Trap Bar Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/d5rLWfIN9fo?si=iiKqMHW4Xr9OMyaR,Trap Bar Pendlay Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Trapezius,Scapular Elevation,Bodybuilding,https://youtu.be/DjFdFkeXSDM?si=RIA3ok7NhzuAj8LK,Trap Bar Shrug,Jalón,0,fuerza_hipertrofia
Avanzado,Sin equipo,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/U9Z7WWNm1d4?si=pWSS4MOr8iZXWiNj,Bodyweight Tuck L Sit,Core,-2,movilidad_estabilidad
Avanzado,Otro equipo,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/F6o417SxU1g,Parallette Straddle L Sit,Core,-2,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Turned Out L Sit,Core,-2,movilidad_estabilidad
Principiante,Otro equipo,Core / estabilidad,Principal,Abdominals,Sin clasificar,Sin clasificar,https://youtu.be/7wDx6mZDxA8?si=rDE21yzc81AXz5sw,Battle Rope Power Slam,Core,1,core_estabilidad
Avanzado,Sin equipo,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Sin clasificar,https://youtu.be/L7reIo5f6uo,Bodyweight Manna,Core,1,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/SZV1-ts76CM,Ring Tuck Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Advanced Tuck Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Straddle Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Half Lay Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Single Leg Out Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/ZFEy1s_N820,Ring Full Back Lever,Core,3,movilidad_estabilidad
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/4C4LDf-eZ5A?si=Uh-L_Lu-0xta0H-S,Trap Bar Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/Vorw1hVd_Dc?si=CRIVCwpCzzeBwN26,Trap Bar Overhead Press,Empuje,2,fuerza_hipertrofia
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Handstand Lower to Back Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/JxlKAuD9gkA,Ring Tuck Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Advanced Tuck Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/eI-15uPc0yE,Ring Straddle Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Half Lay Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Single Leg Out Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/rB9EcLohiVs,Ring Full Front Lever,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Front Lever Pull to Inverted Hang,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/txtXtF2-4S0,Ring Inverted Hang,Core,3,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Extension,Sin clasificar,https://youtu.be/i-JO6pBsKWk,Single Arm Barbell Kneeling Rollout,Core,1,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Extension,Sin clasificar,Sin dato,Single Arm Barbell Standing Rollout,Core,1,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,Sin dato,Ring Circle Front Lever,Core,3,movilidad_estabilidad
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/ILFSDv6TaiY?si=0iUQUtwUMsGFbVuI,Trap Bar Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/8TIFsF_HU_8?feature=shared,Trap Bar Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/dsTU2qm4ef0?si=sT2aw7NxeFtfYYNV,Alternating Double Dumbbell Z Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,Sin dato,Single Arm Dumbbell Half Kneeling Ipsilateral Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/HZM84steEyw?si=wN3l2SpjKBFPTIbD,Double Dumbbell Half Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/y0t2PFFwSe4?si=VjtJz1Dg61jGQIZ9,Double Dumbbell Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/UhOs_Wvckvs?si=FqNmpb8ECh_Y-9rl,Alternating Double Dumbbell Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/12MxAGiIgK8?si=pO89QghXz2Ykj1lb,Alternating Double Dumbbell Half Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/QVFklRHtJxY?si=D_kiEaZg-5pSrfHL,Single Arm Dumbbell Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Sin clasificar,Postural,https://youtu.be/VHeZJHEj6ic?si=DTfOrwFveTP-memt,Double Plate Incline Bench Prone Y Raise,Empuje,1,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/VOmnhGvccZ0?feature=shared,Single Arm Kettlebell Pendlay Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/YdiVxhxufG8?si=pMAxf531BcAPvatO,Barbell Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Extension,Calisthenics,https://youtu.be/p3zS2AMqGlg,Ring Plank,Core,3,movilidad_estabilidad
Intermedio,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Rotational,Calisthenics,https://youtu.be/_Iev7PLP6QY,Single Arm Ring Plank,Core,5,movilidad_estabilidad
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Shoulders,Sin clasificar,Sin clasificar,https://youtu.be/O2HVcPD3wKQ?si=CFVI8GpHxTsirv6u,Battle Rope Alternating Outward Circle,Empuje,3,potencia_funcional
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Shoulders,Sin clasificar,Sin clasificar,Sin dato,Battle Rope Alternating Inward Circle,Empuje,3,potencia_funcional
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/kONbxg4kzkE,Ring Support Hold,Core,3,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Lateral Flexion,Calisthenics,https://youtu.be/PQ3Vz8fp73k,Ring Side Plank,Core,3,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/cZvQNvTUUu0?si=SqA3lYAZBc0jOnvn,Barbell Reverse Grip Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/OXl94TQd_vw?si=AMXpvOM-H382GJoz,Macebell Offset Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/igNnqZZ69JM?si=xaqrnAFrW4r7NuVR,Macebell Reverse Grip Offset Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,Sin dato,Alternating Single Arm Kettlebell Pendlay Row,Jalón,2,fuerza_hipertrofia
Intermedio,Sin equipo,Movilidad / estabilidad,Principal,Abdominals,Isometric Hold,Sin clasificar,https://youtu.be/p7j02V1fIzU,Bodyweight Hollow Body Rock,Core,-4,movilidad_estabilidad
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Glutes,Hip Hinge,Sin clasificar,https://youtu.be/3mlhF3dptAo,Single Arm Dumbbell Power Snatch,Pierna,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Glutes,Hip Hinge,Sin clasificar,https://youtu.be/OktkfRlGcns,Alternating Single Arm Dumbbell Power Snatch,Pierna,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/etK3OPjM3S4,Single Arm Dumbbell Squat Snatch,Pierna,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/T0_a2xijJBE,Alternating Single Arm Dumbbell Squat Snatch,Pierna,5,potencia_funcional
Intermedio,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Hamstrings,Hip Hinge,Bodybuilding,https://youtu.be/OC_7QIo0uk4,Single Arm Cable Single Leg Romanian Deadlift,Cadera,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/6caQpfXMvyw?si=WY0XcdcIUuE20g-o,Double Kettlebell Suitcase Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/AlxuA22ymwg?si=-tgz7djxN0QKxXfA,Single Arm Kettlebell Suitcase Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/wcnuhd6RHwE,Double Kettlebell Front Rack Step Up,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/jHpBzpxK16c?si=3sB9wGkke_B632ad,Double Kettlebell Incline Bench Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/4Bv94e_ufjo?si=8V5SPIIuNai7zUm3,Single Arm Dumbbell Incline Bench Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/Ew2ZzKqICfA?si=Irq2jLSDxKiagY3F,Single Arm Dumbbell Spider Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,Sin dato,Double Kettlebell Spider Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/STeIzkHm6tE?si=BxEJOKh_KtwNSMK_,Double Kettlebell Bottoms Up Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Hip Hinge,Bodybuilding,https://youtu.be/x5nnk8hUBo4,Double Dumbbell Seated Good Morning,Cadera,2,fuerza_hipertrofia
Principiante,Sin equipo,Fuerza / hipertrofia,Principal,Glutes,Hip Extension,Bodybuilding,https://youtu.be/OAhvIWLC0rc,Bodyweight Hip Thrust,Pierna,0,fuerza_hipertrofia
Intermedio,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Double Kettlebell Front Rack Box Pistol Squat,Pierna,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Alternating Double Kettlebell Bottoms Up Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/SoVCwno_9z8?si=BCvfBOVPW_aHbvZ_,Single Arm Kettlebell Bottoms Up Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/rAoi4_AI7VA?si=b6KXmXEYoxIPmTt2,Alternating Double Kettlebell Incline Bench Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/gPX8OmnYmQY?si=UgQnJkh9n3OobTcZ,Single Arm Kettlebell Incline Bench Prone Row,Jalón,2,fuerza_hipertrofia
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Lateral Flexion,Calisthenics,Sin dato,Ring Side Plank Reach Through,Core,3,movilidad_estabilidad
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/z7rygloAW30?si=p4kPPZcAKammq1Vv,Single Arm Dumbbell Overhead Contralateral Bulgarian Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Overhead Contralateral Knee Over Toe Split Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/3HUEab31fks?si=B2OmGKfwSuXhts1z,Double Kettlebell Suitcase Step Up,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/lMADALbx1eM?si=wJjWrYeLHPKqVgHh,Single Arm Kettlebell Suitcase Contralateral Step Up,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Suitcase Ipsilateral Step Up,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Front Rack Contralateral Step Up,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Front Rack Ipsilateral Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/eKUmMljLcKw?si=ocsvBon7ivrRziM6,Double Kettlebell Overhead Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Contralateral Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Ipsilateral Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Front Rack Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Step Up,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Overhead Step Up,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Contralateral Step Up,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Step Up,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/wPXdGwc0NTs,Kettlebell Half Kneeling Low to High Chop,Core,3,core_estabilidad
Intermedio,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Grinds,https://youtu.be/3rtUK_jUv4s,Single Arm Kettlebell Windmill,Core,3,core_estabilidad
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/59_aq7COfts,Kettlebell Russian Twist,Core,3,core_estabilidad
